MUNICIPIO,LEITOS_EXISTENTES,LATITUDE,LONGITUDE
PEDRO GOMES,136,-18.0990797,-54.550579
PEDRO II,340,-4.4252673,-41.458407
PEDRO LEOPOLDO,308,-19.617778,-44.043055
PEDRO OSORIO,184,-31.861921,-52.8219388
PEDRO VELHO,44,-6.4356,-35.219539
PEIXE,116,-12.0390993,-48.5392455
PEIXOTO DE AZEVEDO,313,-10.2429203,-54.9919857
PEJUCARA,72,-28.4217646,-53.6554254
PELOTAS,4967,-31.7699736,-52.3410161
PENAFORTE,100,-7.8288372,-39.0751908
PENALVA,260,-3.2881215,-45.1742086
PENAPOLIS,600,-21.4192406,-50.0765588
PENDENCIAS,56,-5.2572092,-36.7182487
PENEDO,480,-10.2872341,-36.5819262
PENHA,292,-26.775418,-48.6465251
PENTECOSTE,198,-3.7950248,-39.2670733
PERDIZES,80,-19.3503361,-47.2938235
PERDOES,204,-21.0919737,-45.0903543
PEREIRA BARRETO,224,-20.6378509,-51.1052172
PEREIRO,100,-6.046269,-38.4604192
PERI MIRIM,120,-2.5768477,-44.8556207
PERITIBA,132,-27.3736365,-51.9050311
PERITORO,256,-4.3723643,-44.3317455
PEROLA,84,-23.8031666,-53.6824972
PERUIBE,72,-24.3218105,-46.9977452
PESQUEIRA,584,-8.3574471,-36.6968238
PETROLANDIA,562,-27.5329615,-49.6984597
PETROLINA,3571,-9.3817334,-40.4968875
PETROLINA DE GOIAS,124,-16.1005783,-49.3359066
PETROPOLIS,7472,-22.5075743,-43.1785356
PIANCO,588,-7.1987413,-37.9255755
PIATA,104,-13.1535638,-41.7743761
PICARRA,108,-6.4475822,-48.8633795
PICOS,1960,-7.0823544,-41.4685053
PICUI,386,-6.5106721,-36.3492736
PIEDADE,292,-23.7074096,-47.4252319
PIEDADE DO RIO GRANDE,64,-21.4679371,-44.1939394
PIEN,229,-26.0988916,-49.4297904
PILAO ARCADO,120,-10.0004334,-42.4793189
PILAR,276,-9.6016711,-35.9511275
PILAR DO SUL,140,-23.8121684,-47.7201865
PILOES,40,-6.868269,-35.612974
PIMENTA,48,-20.4827995,-45.7985894
PIMENTA BUENO,276,-11.6767868,-61.1863902
PIMENTEIRAS,64,-6.2366098,-41.4192948
PIMENTEIRAS DO OESTE,24,-13.482271,-61.047052
PINDAI,100,-14.4911899,-42.6864686
PINDAMONHANGABA,1276,-22.9364,-45.4622602
PINDARE-MIRIM,164,-3.6124457,-45.3404235
PINDOBACU,232,-10.7439121,-40.3619457
PINDORAMA DO TOCANTINS,60,-11.131074,-47.57263
PINDORETAMA,64,-4.0265183,-38.3066829
PINHAIS,1024,-25.4443488,-49.1900307
PINHAL GRANDE,64,-29.3472446,-53.3343023
PINHALAO,132,-23.7889966,-50.0577318
PINHALZINHO,160,-22.7824349,-46.5901718
PINHEIRAL,144,-22.5129436,-44.001435
PINHEIRO,1130,-2.5270459,-45.0866463
PINHEIRO MACHADO,208,-31.5792646,-53.3822191
PINHEIROS,128,-23.5672147,-46.7019523
PINTADAS,60,-11.813042,-39.9076005
PIO IX,140,-6.8351921,-40.6148654
PIO XII,176,-3.8911223,-45.1710284
PIQUET CARNEIRO,120,-5.800251,-39.417017
PIRACAIA,112,-23.052545,-46.359374
PIRACANJUBA,308,-17.3020379,-49.0170101
PIRACICABA,3544,-22.739807499999998,-47.66800924997932
PIRACURUCA,260,-3.9304804,-41.7150099
PIRAI,248,-22.6287489,-43.8981758
PIRAI DO SUL,72,-24.5346602,-49.9399216
PIRAJU,272,-23.1938491,-49.3842588
PIRAJUI,1160,-21.9957877,-49.4549675
PIRANGA,108,-20.685,-43.3
PIRANGI,188,-21.0969623,-48.6652131
PIRANHAS,288,-16.4252491,-51.8231427
PIRAPEMAS,100,-3.7270563,-44.2267429
PIRAPETINGA,136,-21.656903,-42.345955
PIRAPORA,700,-17.3493765,-44.9507904
PIRAQUARA,2816,-25.4423273,-49.0604473
PIRASSUNUNGA,744,-21.9980468,-47.4280861
PIRATINI,420,-31.448451,-53.1039931
PIRATININGA,92,-22.4136363,-49.1351479
PIRENOPOLIS,152,-15.8501619,-48.957317
PIRES DO RIO,140,-17.3006277,-48.2793037
PIRIPA,68,-14.9419863,-41.7149815
PIRIPIRI,513,-4.2732339,-41.7785173
PIRITIBA,100,-11.7320314,-40.5561536
PIRPIRITUBA,8,-6.7809356,-35.4967135
PITANGA,360,-24.759586,-51.7637582
PITANGUEIRAS,224,-21.013203,-48.220951
PITANGUI,200,-19.682223,-44.890555
PIUM,84,-10.4421368,-49.1747741
PIUMA,48,-20.8375312,-40.7271589
PIUMHI,316,-20.4675258,-45.9576125
PLACAS,164,-3.8689529,-54.2154346
PLACIDO DE CASTRO,180,-10.3239154,-67.1824196
PLANALTINA,332,-15.4571536,-47.6089024
PLANALTINA DO PARANA,48,-23.0228724,-52.9160307
PLANALTINO,144,-13.2600789,-40.3692123
PLANALTO,612,-21.0342185,-49.928323
PLANURA,24,-20.1368583,-48.7066819
POCAO,92,-3.373375,-60.4078222
POCAO DE PEDRAS,156,-4.751125,-44.9430514
POCINHOS,200,-7.076073,-36.0604474
POCO BRANCO,120,-5.6224378,-35.6615774
POCO DANTAS,4,-6.4050165,-38.4964786
POCO FUNDO,296,-21.780834,-45.965
POCO REDONDO,76,-9.8083322,-37.6827949
POCOES,236,-14.5274879,-40.3665326
POCONE,252,-16.2581978,-56.6325633
POCOS DE CALDAS,2544,-21.7900318,-46.5647928
POCRANE,80,-19.6192747,-41.6365314
POJUCA,596,-12.4260268,-38.3266573
POMBAL,352,-6.7711315,-37.7988646
POMBOS,68,-8.1398585,-35.396437
POMERODE,260,-26.7356218,-49.1770095
POMPEIA,104,-22.1088293,-50.1720753
POMPEU,132,-19.218611,-45.002778
PONTA DE PEDRAS,80,-1.3914098,-48.8714528
PONTA GROSSA,3402,-25.0891685,-50.1601812
PONTA PORA,600,-22.5286917,-55.723426
PONTAL,152,-21.0239714,-48.0393457
PONTALINA,224,-17.5144331,-49.4449688
PONTE ALTA,152,-27.483497,-50.376404
PONTE ALTA DO TOCANTINS,28,-10.7454591,-47.5374479
PONTE BRANCA,68,-16.758407,-52.836864
PONTE NOVA,1224,-20.4164353,-42.90878
PONTE SERRADA,336,-26.8708566,-52.0164089
PONTES E LACERDA,356,-15.2315171,-59.3349512
PONTO NOVO,148,-10.8642828,-40.1328306
POPULINA,72,-19.9427771,-50.5372875
PORANGA,128,-4.7446727,-40.9249168
PORANGATU,352,-13.444663,-49.1423569
PORCIUNCULA,4,-20.9612,-42.0367
PORECATU,124,-22.753724,-51.37949
PORTALEGRE,164,-6.0265733,-37.9872478
PORTAO,204,-29.6932554,-51.2331837
PORTEIRAO,64,-17.8139944,-50.1653411
PORTEIRAS,112,-7.5341572,-39.1153149
PORTEIRINHA,192,-15.7420889,-43.0286046
PORTEL,203,-1.9387118,-50.8240402
PORTELANDIA,68,-17.3573086,-52.6777879
PORTO,176,-23.52477615,-47.756880003696395
PORTO ALEGRE,32127,-30.0324999,-51.2303767
PORTO ALEGRE DO NORTE,72,-10.8792851,-51.6391975
PORTO ALEGRE DO PIAUI,12,-6.9717253,-44.1965104
PORTO CALVO,676,-9.051948,-35.398653
PORTO DE MOZ,200,-1.7502089,-52.235556
PORTO DO MANGUE,8,-5.0672477,-36.7807779
PORTO DOS GAUCHOS,86,-11.532999,-57.413233
PORTO ESPERIDIAO,16,-15.8521665,-58.4693093
PORTO FELIZ,292,-23.2110713,-47.5247163
PORTO FERREIRA,244,-21.8529134,-47.4794943
PORTO FRANCO,296,-6.34149,-47.396188
PORTO GRANDE,136,0.7028371,-51.4041605
PORTO LUCENA,160,-27.8532622,-55.0198385
PORTO MURTINHO,68,-21.698078,-57.883586
PORTO NACIONAL,628,-10.7019786,-48.4110952
PORTO REAL,208,-22.4195607,-44.2896491
PORTO RICO,40,-22.774742,-53.267731
PORTO RICO DO MARANHAO,112,-1.8597328,-44.5854991
PORTO SEGURO,992,-16.443473,-39.064251
PORTO UNIAO,404,-26.2336416,-51.082771
PORTO VELHO,8885,-8.7494525,-63.8735438
PORTO WALTER,28,-8.2687722,-72.7444458
PORTO XAVIER,204,-27.9061459,-55.1395757
POSSE,234,-14.0835852,-46.3563185
POTE,132,-5.3333428,-42.9123973
POTENGI,72,-7.0915205,-40.0268241
POTIRAGUA,84,-15.5949961,-39.8758439
POTIRENDABA,128,-21.0457369,-49.3767154
POTIRETAMA,52,-5.7226924,-38.154107
POUSO ALEGRE,1796,-22.2343858,-45.9327241
POUSO ALTO,108,-22.193889,-44.972778
POUSO REDONDO,120,-27.2567443,-49.9331593
POXOREO,320,-15.9947484,-54.3152063
PRADO,200,-17.336357,-39.222721
PRADO FERREIRA,80,-23.039784,-51.4431235
PRADOS,132,-21.0572943,-44.0788784
PRAIA GRANDE,2088,-24.008979,-46.4144939
PRAINHA,96,-1.8072874,-53.4797942
PRANCHITA,160,-26.0209403,-53.7396825
PRATA,116,-28.7849383,-51.6091999
PRATA DO PIAUI,64,-5.6692702,-42.2067899
PRATAPOLIS,68,-20.7444262,-46.8607973
PRATINHA,8,-19.7530422,-46.3824103
PRESIDENTE BERNARDES,276,-20.7685467,-43.1877237
PRESIDENTE DUTRA,928,-11.2959181,-41.9871566
PRESIDENTE EPITACIO,312,-21.765074,-52.11114
PRESIDENTE FIGUEIREDO,132,-2.0486359,-60.0236658
PRESIDENTE GETULIO,176,-27.0426247,-49.6210429
PRESIDENTE JANIO QUADROS,148,-14.685696,-41.6770097
PRESIDENTE JUSCELINO,84,-2.9262742,-44.0653783
PRESIDENTE MEDICI,288,-2.3764612,-45.8207313
PRESIDENTE OLEGARIO,72,-18.415,-46.419723
PRESIDENTE PRUDENTE,5102,-22.1225167,-51.3882528
PRESIDENTE SARNEY,64,-2.5907563,-45.3623652
PRESIDENTE TANCREDO NEVES,68,-13.4556558,-39.4212197
PRESIDENTE VARGAS,88,-3.4065166,-44.0270508
PRESIDENTE VENCESLAU,448,-21.877116,-51.8451047
PRIMAVERA,16,-8.3308449,-35.3523034
PRIMAVERA DO LESTE,948,-15.5614127,-54.2993946
PRIMEIRA CRUZ,80,-2.5076725,-43.4385918
PRIMEIRO DE MAIO,40,-22.851714,-51.029251
PRINCESA ISABEL,192,-7.736898,-37.9921335
PROGRESSO,200,-29.2419958,-52.3108869
PROMISSAO,295,-21.5404913,-49.8574709
PROPRIA,216,-10.212427,-36.8372254
PRUDENTOPOLIS,580,-25.203358,-50.9895774
PUTINGA,120,-29.0017469,-52.1566367
QUARAI,248,-30.3818093,-56.4526576
QUATIGUA,112,-23.5669626,-49.9160315
QUATIS,136,-22.36259325,-44.24950861012695
QUATRO PONTES,1,-24.5741062,-53.9780237
QUEBRANGULO,112,-9.3217611,-36.4735837
QUEDAS DO IGUACU,184,-25.453001,-52.9090429
QUEIMADAS,284,-10.9807081,-39.6249588
QUEIMADOS,484,-22.7156978,-43.555754
QUELUZ,76,-22.5371881,-44.7752585
QUERENCIA,136,-12.5944625,-52.2088505
QUERENCIA DO NORTE,112,-23.083758,-53.483022
QUIJINGUE,72,-10.7513728,-39.2075228
QUILOMBO,200,-26.7253683,-52.7193084
QUINZE DE NOVEMBRO,76,-28.742279,-53.0951692
QUIPAPA,76,-8.8269434,-36.011622
QUIRINOPOLIS,556,-18.4471859,-50.4546981
QUISSAMA,320,-22.107205,-41.4723411
QUITANDINHA,104,-25.8737269,-49.4977717
QUITERIANOPOLIS,148,-5.8458117,-40.7021812
QUIXABA,52,-7.0316879,-37.1477921
QUIXADA,720,-4.9706021,-39.0158403
QUIXELO,136,-6.2511238,-39.1995458
QUIXERAMOBIM,1426,-5.1983553,-39.2955573
QUIXERE,92,-5.0742841,-37.9892825
RAFAEL FERNANDES,32,-6.1892485,-38.2238647
RAFAEL GODEIRO,76,-6.0757937,-37.7173064
RAFAEL JAMBEIRO,88,-12.3988144,-39.5020289
RANCHARIA,460,-22.2294981,-50.8922333
RANCHO ALEGRE,64,-23.070922,-50.9142676
RAPOSA,220,-2.4410095,-44.1104256
RAUL SOARES,196,-20.102222,-42.451944
REBOUCAS,224,-25.6259339,-50.6946598
RECIFE,44553,-8.0584933,-34.8848193
RECREIO,136,-21.5248205,-42.4689256
REDENCAO,1608,-8.3476235,-72.753792
REDENCAO DO GURGUEIA,76,-9.4862001,-44.5840178
REGENERACAO,116,-6.231855,-42.6860897
REGENTE FEIJO,171,-22.2191056,-51.3034558
REGISTRO,1128,-24.497942,-47.844895
REMANSO,348,-9.6179416,-42.0830557
RERIUTABA,112,-4.1418352,-40.5824356
RESENDE,1896,-22.441869850000003,-44.42048471183837
RESENDE COSTA,200,-20.921945,-44.237777
RESPLENDOR,260,-19.3254413,-41.2554622
RESTINGA SECA,204,-29.8145611,-53.3734546
RETIROLANDIA,96,-11.4935873,-39.4245887
RIACHAO,204,-7.3642557,-46.6226095
RIACHAO DAS NEVES,116,-11.7481049,-44.9109851
RIACHAO DO DANTAS,4,-11.0704439,-37.726446
RIACHAO DO JACUIPE,508,-11.8071084,-39.3816843
RIACHO DA CRUZ,104,-5.9373463,-37.9488019
RIACHO DAS ALMAS,156,-8.1356327,-35.8566421
RIACHO DE SANTANA,264,-13.6100985,-42.9355254
RIACHO DOS CAVALOS,32,-6.4355877,-37.6560108
RIACHUELO,276,-5.8121386,-35.8234357
RIALMA,104,-15.3144819,-49.5813991
RIBAMAR FIQUENE,28,-5.930666,-47.388777
RIBAS DO RIO PARDO,64,-20.4477984,-53.7609001
RIBEIRA DO AMPARO,40,-11.0412527,-38.4299461
RIBEIRA DO POMBAL,488,-10.837299,-38.538152
RIBEIRAO,152,-8.5066761,-35.3747339
RIBEIRAO BONITO,52,-22.0692867,-48.1781765
RIBEIRAO BRANCO,112,-24.2211495,-48.7678322
RIBEIRAO CASCALHEIRA,176,-12.936738,-51.824421
RIBEIRAO CLARO,216,-23.1960492,-49.7568326
RIBEIRAO DAS NEVES,416,-19.7672898,-44.0875436
RIBEIRAO DO PINHAL,202,-23.4063092,-50.3581945
RIBEIRAO PIRES,672,-23.7129388,-46.4150871
RIBEIRAO PRETO,10529,-21.1776315,-47.8100983
RIBEIRAO VERMELHO,48,-21.1881942,-45.0627632
RIBEIRAOZINHO,60,-16.489765,-52.6942009
RIBEIRO GONCALVES,68,-7.5603126,-45.2417148
RINOPOLIS,96,-21.728308,-50.7226134
RIO ACIMA,24,-20.0875,-43.789166
RIO AZUL,224,-25.726644,-50.790534
RIO BANANAL,112,-19.2614413,-40.3353272
RIO BONITO,532,-22.7108378,-42.6271864
RIO BRANCO,4564,-9.9765362,-67.8220778
RIO BRANCO DO SUL,120,-25.1885374,-49.3119082
RIO BRILHANTE,236,-21.8046467,-54.5433047
RIO CASCA,192,-20.2258214,-42.6515651
RIO CLARO,1930,-22.4100108,-47.5603933
RIO CRESPO,32,-9.7052777,-62.9004474
RIO DAS FLORES,108,-22.1683478,-43.5858689
RIO DAS OSTRAS,556,-22.5269448,-41.944972
RIO DAS PEDRAS,288,-22.8441256,-47.6065667
RIO DE CONTAS,64,-13.5803333,-41.8112152
RIO DE JANEIRO,83643,-22.9110137,-43.2093727
RIO DO CAMPO,100,-26.946807,-50.1412936
RIO DO FOGO,24,-5.2748534,-35.3825802
RIO DO PIRES,112,-13.1252598,-42.2901946
RIO DO SUL,1216,-27.2162607,-49.643654
RIO DOS CEDROS,196,-26.739777,-49.271828
RIO ESPERA,80,-20.8571756,-43.4729342
RIO FORMOSO,64,-8.6606291,-35.1550736
RIO FORTUNA,120,-28.1335539,-49.1048223
RIO GRANDE,2181,-20.2859647,-47.1297737
RIO GRANDE DO PIAUI,28,-7.7767595,-43.140007
RIO LARGO,196,-9.477829,-35.839435
RIO MARIA,364,-7.3137312,-50.0465372
RIO NEGRINHO,424,-26.259075,-49.517746
RIO NEGRO,244,-26.1047668,-49.7982766
RIO PARANAIBA,108,-19.1965275,-46.2411395
RIO PARDO,404,-29.9820554,-52.3702447
RIO PARDO DE MINAS,160,-15.6142338,-42.5415191
RIO PIRACICABA,128,-19.982333,-43.2322858
RIO POMBA,266,-21.275,-43.178889
RIO PRETO,68,-20.8125851,-49.3804212
RIO PRETO DA EVA,92,-2.6990647,-59.7012494
RIO QUENTE,36,-17.8067173,-48.7648226
RIO REAL,220,-11.4869788,-37.9317491
RIO VERDE,2673,-17.7921255,-50.9191219
RIO VERDE DE MATO GROSSO,112,-18.9169208,-54.8410727
RIO VERMELHO,128,-26.1373302,-51.0202578
RIOLANDIA,144,-19.980944,-49.6814309
RIOZINHO,132,-29.6404582,-50.4596262
ROCA SALES,152,-29.2872555,-51.8724318
ROCHEDO,28,-19.956488,-54.884769
RODEIO BONITO,207,-27.4725021,-53.1705906
RODELAS,48,-8.8485589,-38.7663939
RODOLFO FERNANDES,72,-5.7897503,-38.0607459
RODRIGUES ALVES,64,-7.7380283,-72.6509379
ROLANDIA,984,-23.3119901,-51.3674145
ROLANTE,208,-29.6527945,-50.5769391
ROLIM DE MOURA,336,-11.727071,-61.771411
ROMARIA,20,-18.8823522,-47.5854354
RONCADOR,128,-24.5960555,-52.2744834
RONDA ALTA,460,-27.782064,-52.8078036
RONDINHA,132,-27.8295534,-52.9084074
RONDON,128,-23.4171839,-52.7722221
RONDON DO PARA,252,-4.7804416,-48.06983
RONDONOPOLIS,3006,-16.4603533,-54.6397099
ROQUE GONZALES,148,-28.1324578,-55.0263416
RORAINOPOLIS,344,0.9387308,-60.4236464
ROSANA,318,-22.5788641,-53.0552246
ROSARIO,492,-30.2527151,-54.9179382
ROSARIO DO CATETE,52,-10.6968099,-37.0319184
ROSARIO DO IVAI,80,-24.2545374,-51.2505025
ROSARIO DO SUL,416,-30.2527151,-54.9179382
ROSARIO OESTE,320,-14.825938,-56.42357
ROSEIRA,56,-22.8980898,-45.3093218
RUBIATABA,320,-15.1629793,-49.8005102
RUBIM,160,-16.3754471,-40.5382424
RUROPOLIS,184,-4.1014311,-54.9086853
RUSSAS,420,-4.9354279,-37.9783838
RUY BARBOSA,484,-12.2856669,-40.4958361
SABARA,444,-19.8900372,-43.8107916
SABINOPOLIS,172,-18.6656839,-43.0830439
SABOEIRO,152,-6.539564,-39.9047802
SACRAMENTO,200,-19.8652854,-47.4402746
SAIRE,120,-8.3277815,-35.7094611
SALDANHA MARINHO,56,-28.3966396,-53.0952929
SALES OLIVEIRA,120,-20.769612,-47.836873
SALESOPOLIS,44,-23.528805,-45.84653
SALETE,128,-26.9841891,-50.0076205
SALGADINHO,40,-7.1024779,-36.8446805
SALGUEIRO,668,-8.0726731,-39.1269719
SALINAS,416,-16.1699073,-42.2910368
SALINAS DA MARGARIDA,36,-12.8733508,-38.7593794
SALINOPOLIS,196,-0.6259282,-47.3442819
SALITRE,56,-7.285445,-40.457306
SALOA,120,-8.974964,-36.6892298
SALTO,504,-23.1989983,-47.2913682
SALTO DA DIVISA,64,-15.9962117,-39.9504365
SALTO DE PIRAPORA,208,-23.6492502,-47.5729465
SALTO DO CEU,56,-15.1295662,-58.1298908
SALTO DO ITARARE,64,-23.6038767,-49.626581
SALTO DO JACUI,128,-29.0899771,-53.2111244
SALTO GRANDE,136,-22.8878776,-49.9837107
SALTO VELOSO,60,-26.9071647,-51.406771
SALVADOR,38400,-12.9822499,-38.4812772
SALVADOR DO SUL,128,-29.4395698,-51.5103295
SALVATERRA,80,-0.758444,-48.513921
SAMBAIBA,136,-7.134473,-45.351506
SANANDUVA,304,-27.9499376,-51.8074435
SANCLERLANDIA,68,-16.1993165,-50.309374
SANHARO,56,-8.3628776,-36.5573186
SANTA ADELIA,88,-21.2432992,-48.8061481
SANTA AMELIA,60,-23.2661996,-50.4278622
SANTA BARBARA,240,-19.959444,-43.415278
SANTA BARBARA D'OESTE,680,-22.7542539,-47.4137884
SANTA BARBARA DE GOIAS,60,-16.5779125,-49.6982268
SANTA BARBARA DO SUL,204,-28.3654722,-53.2510995
SANTA CECILIA,320,-26.9658952,-50.4182571
SANTA CRUZ,596,-29.714209,-52.4285807
SANTA CRUZ CABRALIA,100,-16.2783928,-39.0224899
SANTA CRUZ DA BAIXA VERDE,68,-7.8185452,-38.1523506
SANTA CRUZ DAS PALMEIRAS,140,-21.823475,-47.248023
SANTA CRUZ DE GOIAS,64,-17.3155119,-48.4809501
SANTA CRUZ DO ARARI,60,-0.6637491,-49.1729321
SANTA CRUZ DO CAPIBARIBE,304,-7.948019,-36.206092
SANTA CRUZ DO PIAUI,44,-7.1827307,-41.7657024
SANTA CRUZ DO RIO PARDO,492,-22.9060715,-49.6277378
SANTA CRUZ DO SUL,1464,-29.714209,-52.4285807
SANTA FE DE GOIAS,68,-15.7705927,-51.1018204
SANTA FE DO SUL,364,-20.2106188,-50.9270837
SANTA FILOMENA,124,-9.1176912,-45.9199551
SANTA FILOMENA DO MARANHAO,68,-5.498196,-44.558146
SANTA HELENA,344,-24.8591735,-54.3328813
SANTA HELENA DE GOIAS,768,-17.8115199,-50.5976641
SANTA INES,1584,-13.2897697,-39.8179701
SANTA ISABEL,304,-23.3194222,-46.2271903
SANTA ISABEL DO IVAI,108,-23.0013818,-53.1940876
SANTA ISABEL DO RIO NEGRO,84,-0.25278445,-64.98578996363636
SANTA IZABEL DO OESTE,200,-25.821652,-53.480146
SANTA IZABEL DO PARA,240,-1.2968557,-48.1605533
SANTA JULIANA,168,-20.4815134,-48.146891
SANTA LEOPOLDINA,100,-20.0987046,-40.5269434
SANTA LUCIA,32,-21.6861811,-48.0836814
SANTA LUZIA,1063,-19.7702097,-43.8505291
SANTA LUZIA D'OESTE,100,-11.9064424,-61.7797356
SANTA LUZIA DO PARA,64,-1.5220049,-46.9020697
SANTA LUZIA DO PARUA,360,-2.5440662,-45.775757
SANTA MARGARIDA,128,-20.3817696,-42.2522123
SANTA MARIA,4468,-29.6860512,-53.8069214
SANTA MARIA DA BOA VISTA,180,-8.8001615,-39.8271099
SANTA MARIA DA SERRA,24,-22.5691072,-48.157095
SANTA MARIA DA VITORIA,220,-13.3901477,-44.2013167
SANTA MARIA DAS BARREIRAS,216,-8.8710157,-49.7171263
SANTA MARIA DE ITABIRA,48,-19.4483453,-43.1167817
SANTA MARIA DE JETIBA,232,-20.025296,-40.743931
SANTA MARIA DO CAMBUCA,48,-7.8328155,-35.882795
SANTA MARIA DO PARA,204,-1.3455478,-47.5782981
SANTA MARIA DO SUACUI,164,-18.1894783,-42.4188445
SANTA MARIA MADALENA,92,-21.9518563,-41.900024844029616
SANTA MARIANA,160,-23.1499367,-50.5199587
SANTA QUITERIA,220,-4.3336553,-40.1544913
SANTA QUITERIA DO MARANHAO,176,-3.4967557,-42.563878
SANTA RITA,1616,-7.128465,-34.9846186
SANTA RITA DE CALDAS,172,-22.028889,-46.336944
SANTA RITA DE CASSIA,96,-11.0013969,-44.5209684
SANTA RITA DE JACUTINGA,84,-22.149166,-44.094444
SANTA RITA DO PARDO,44,-21.3025544,-52.8262142
SANTA RITA DO PASSA QUATRO,1060,-21.7103738,-47.4777943
SANTA RITA DO SAPUCAI,256,-22.2486968,-45.7064507
SANTA ROSA,940,-27.8643546,-54.4779287
SANTA ROSA DA SERRA,8,-19.5271986,-45.9659869
SANTA ROSA DE GOIAS,64,-16.0839829,-49.495326
SANTA ROSA DE VITERBO,128,-21.4869452,-47.3654908
SANTA ROSA DO PIAUI,64,-6.7983399,-42.2799407
SANTA ROSA DO PURUS,64,-9.4354872,-70.4926109
SANTA TERESA,304,-22.9215542,-43.1860269
SANTA TERESINHA,112,-12.769576,-39.5231401
SANTA TEREZA DE GOIAS,68,-13.713116,-49.0164361
SANTA TEREZINHA,164,-26.7813,-50.009017
SANTA TEREZINHA DE GOIAS,152,-14.4361002,-49.7092915
SANTA VITORIA,156,-18.8465718,-50.1292823
SANTA VITORIA DO PALMAR,248,-33.5198333,-53.3693967
SANTALUZ,384,-11.2505314,-39.3746617
SANTANA,812,-12.979217,-44.05064
SANTANA DA BOA VISTA,120,-30.8736867,-53.1148304
SANTANA DE PARNAIBA,272,-23.4446715,-46.9167722
SANTANA DO ACARAU,160,-3.4596492,-40.2090987
SANTANA DO ARAGUAIA,272,-9.3348334,-50.3427734
SANTANA DO CARIRI,84,-7.1861693,-39.7374262
SANTANA DO IPANEMA,568,-9.369989,-37.248018
SANTANA DO ITARARE,80,-23.7566225,-49.6292826
SANTANA DO LIVRAMENTO,834,-30.8894097,-55.5317694
SANTANA DO MARANHAO,68,-3.1156576,-42.4123538
SANTANA DO MATOS,104,-5.9468972,-36.6502541
SANTANA DO SERIDO,44,-6.7708992,-36.7340383
SANTANOPOLIS,52,-12.0243828,-38.8650365
SANTAREM,1872,-2.438489,-54.699611
SANTIAGO,604,-29.189675,-54.866624
SANTO AMARO,366,-12.5519686,-38.7060448
SANTO AMARO DA IMPERATRIZ,324,-27.6865324,-48.7769405
SANTO AMARO DO MARANHAO,80,-2.4987599,-43.253274
SANTO ANASTACIO,224,-21.974662,-51.652662
SANTO ANDRE,7276,-23.6533509,-46.5279039
SANTO ANGELO,1012,-28.3000481,-54.2669971
SANTO ANTONIO,204,-7.0124164,-37.9452203
SANTO ANTONIO DA ALEGRIA,36,-21.0893048,-47.1523426
SANTO ANTONIO DA PATRULHA,328,-29.826768,-50.517489
SANTO ANTONIO DA PLATINA,740,-23.2957157,-50.0778957
SANTO ANTONIO DE GOIAS,76,-16.4861723,-49.3093885
SANTO ANTONIO DE JESUS,1946,-12.9689361,-39.260914
SANTO ANTONIO DE LISBOA,28,-6.9831426,-41.2283884
SANTO ANTONIO DE PADUA,744,-21.539,-42.1816
SANTO ANTONIO DO AMPARO,228,-20.9413389,-44.9187397
SANTO ANTONIO DO CAIUA,40,-22.7365132,-52.3446998
SANTO ANTONIO DO DESCOBERTO,484,-15.9465415,-48.2616527
SANTO ANTONIO DO ICA,304,-3.095443,-67.946279
SANTO ANTONIO DO JACINTO,32,-16.533066,-40.1752483
SANTO ANTONIO DO LEVERGER,84,-15.859843049999998,-56.0789706801082
SANTO ANTONIO DO MONTE,260,-20.086944,-45.290555
SANTO ANTONIO DO PARAISO,40,-23.4949247,-50.6468656
SANTO ANTONIO DO SUDOESTE,116,-26.0727118,-53.725556
SANTO ANTONIO DO TAUA,344,-1.1522,-48.131446
SANTO ANTONIO DOS LOPES,120,-4.866134,-44.365278
SANTO AUGUSTO,320,-27.852577,-53.777605
SANTO CRISTO,224,-27.826259,-54.661963
SANTO ESTEVAO,264,-12.4340621,-39.2556115
SANTO INACIO DO PIAUI,28,-7.4224725,-41.9146001
SANTOS,7716,-23.9335988,-46.3286399
SANTOS DUMONT,304,-21.455867,-43.5522107
SAO BENEDITO,312,-4.0479885,-40.8643005
SAO BENEDITO DO RIO PRETO,128,-3.3306675,-43.5264074
SAO BENEDITO DO SUL,112,-8.8107294,-35.9334035
SAO BENTO,348,-2.6999089,-44.8331254
SAO BENTO DO SAPUCAI,160,-22.6884605,-45.7329767
SAO BENTO DO SUL,508,-26.2483669,-49.3820672
SAO BENTO DO UNA,204,-8.5207092,-36.4445546
SAO BERNARDO,112,-3.3650267,-42.4224814
SAO BERNARDO DO CAMPO,8050,-23.7080345,-46.5506747
SAO BONIFACIO,116,-27.900907,-48.932608
SAO BORJA,628,-28.6592237,-56.0044295
SAO BRAS,12,-10.1258829,-36.898249
SAO CAETANO DE ODIVELAS,80,-0.747293,-48.024622
SAO CAETANO DO SUL,4068,-23.6195923,-46.5688323
SAO CAITANO,128,-8.3304491,-36.135359
SAO CARLOS,2266,-21.87880225,-47.85676193964187
SAO CARLOS DO IVAI,66,-23.315828,-52.476143
SAO CRISTOVAO,168,-0.8651783,-48.1171083
SAO DESIDERIO,124,-12.357196,-44.976881
SAO DOMINGOS,168,-11.4636112,-39.526527
